mode,availability,source_pu,device_id,bus,positive_sequence_policy,unbalance_policy,current_target,termination_status,publishable,p_available_W,p_rated_W,q_scale_var,p_poc_W,q_poc_var,p_converter_W,q_converter_var,converter_loss_W,voltage_min_V,voltage_max_V,zero_sequence_voltage_V,positive_sequence_voltage_V,negative_sequence_voltage_V,voltage_unbalance_factor,regularized_voltage_unbalance,requested_p_W,requested_q_var,command_curtailment_W,poc_active_power_shortfall_W,power_scale,current_scale,apparent_power_rating_VA,converter_current_rating_A,grid_current_rating_A,maximum_converter_current_A,maximum_grid_current_A,maximum_converter_total_current_A,maximum_grid_total_current_A,converter_current_utilization,grid_current_utilization,positive_sequence_current_A,negative_sequence_current_A,negative_sequence_current_angle_rad,peak_phase_to_positive_current_ratio,ripple_power_VA,dc_ripple_voltage_V,dc_capacitance_F,dc_nominal_voltage_V,dc_stored_energy_J,capacitor_current_A,capacitor_thermal_current_A,capacitor_current_utilization,dc_ripple_utilization,exact_smooth_current_residual_A
sequence_vv_vw,1.0,1.0,pv_ld1291_load_b,b828,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785296196978,-869.5227288840795,5006.97440855609,-847.9553918068736,0.0,242.0455643074245,245.66228220678911,0.14276829899810148,244.34780034227737,2.4032652337235234,0.009835428149371835,0.0,4999.999999999979,-869.5600684555011,2.091837814077735e-11,0.21470380302162084,0.9999999999999959,0.9999738072953165,6000.0,10.0,NaN,6.92296292978232,6.92296292978232,6.92296292978232,6.92296292978232,0.6922962929782319,NaN,6.922962929782265,6.43913865020743e-14,0.0,1.0,49.913148370549706,0.05295949525634778,0.002,750.0,562.5,0.047058567577581284,0.047058567577581284,NaN,NaN,0.0001813358732527753
sequence_vv_vw,1.0,1.0,pv_ld1446_load_c,b260,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785334627412,-880.7409270006151,5006.97662598017,-859.1670529424728,0.0,242.1064746118126,245.73451499622405,0.15286249713144795,244.40389370770342,2.3998166731742137,0.009819060722675277,0.0,4999.999999999981,-880.7787415407103,1.9099388737231493e-11,0.21466537258766039,0.9999999999999961,0.9999738072946747,6000.0,10.0,NaN,6.92401201265889,6.92401201265889,6.92401201265889,6.92401201265889,0.692401201265889,NaN,6.924012012658833,6.146698842506981e-14,0.0,1.0,49.84907841975001,0.052891514927191435,0.002,750.0,562.5,0.04699816184867346,0.04699816184867346,NaN,NaN,0.00018136335673503255
sequence_vv_vw,1.0,1.0,pv_ld1668_load_a,b605,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785275836416,-863.5824291662151,5006.973261709065,-842.0184715484033,0.0,242.00204172052682,245.63756638142317,0.13760286027468194,244.31809758581306,2.4061404428372146,0.009848392184668571,0.0,4999.999999999978,-863.6195171626321,2.1827872842550278e-11,0.21472416358392366,0.9999999999999956,0.9999738072956479,6000.0,10.0,NaN,6.9224205172306315,6.9224205172306315,6.9224205172306315,6.9224205172306315,0.6922420517230632,NaN,6.922420517230577,5.928675904616224e-14,0.0,1.0000000000000002,49.968947906540386,0.05301870040284943,0.002,750.0,562.5,0.04711117588462995,0.04711117588462995,NaN,NaN,0.00018132166333618754
sequence_vv_vw,1.0,1.0,pv_ld1895_load_b,b1804,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785444076432,-912.7326544982533,5006.9833194882185,-891.139028263027,0.0,242.28343654911137,245.93643626062723,0.18301666296376637,244.5638591130971,2.3899543938145764,0.009772312239762933,0.0,4999.99999999998,-912.7718226194398,2.000888343900442e-11,0.21455592356778652,0.999999999999996,0.9999738072927339,6000.0,10.0,NaN,6.927180961855863,6.927180961855863,6.927180961855863,6.927180961855863,0.6927180961855863,NaN,6.927180961855803,6.123256290699119e-14,0.0,1.0,49.66693972963529,0.0526982597747915,0.002,750.0,562.5,0.04682643984481168,0.04682643984481168,NaN,NaN,0.0001814463757062381
sequence_vv_vw,1.0,1.0,pv_ld1970_load_c,b2492,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785481207468,-923.6003189992117,5006.985717655272,-901.9996096559308,0.0,242.35016816189332,245.9971837767503,0.19239049995521243,244.6181997331266,2.386021375439426,0.009754063181081891,0.0,4999.999999999979,-923.6399466253483,2.091837814077735e-11,0.21451879253163497,0.9999999999999959,0.9999738072920369,6000.0,10.0,NaN,6.928316990324498,6.928316990324498,6.928316990324498,6.928316990324498,0.6928316990324498,NaN,6.928316990324438,6.1980317547826e-14,0.0,1.0000000000000002,49.59333730423098,0.05262016517594743,0.002,750.0,562.5,0.046757046812658354,0.046757046812658354,NaN,NaN,0.00018147613697774544
sequence_vv_vw,1.0,1.0,pv_ld2050_load_a,b1821,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785425153157,-907.1969121114031,5006.982122135276,-885.6068211651781,0.0,242.25456265208854,245.89962010002967,0.1775553324095047,244.53617923055396,2.3914531319716774,0.009779547302556667,0.0,4999.999999999979,-907.2358461108173,2.091837814077735e-11,0.2145748468428792,0.9999999999999957,0.9999738072930814,6000.0,10.0,NaN,6.926613882736426,6.926613882736426,6.926613882736426,6.926613882736426,0.6926613882736425,NaN,6.926613882736368,5.984370093096738e-14,0.0,1.0,49.69401739151552,0.05272699006636202,0.002,750.0,562.5,0.04685196890925709,0.04685196890925709,NaN,NaN,0.00018143151957409598
sequence_vv_vw,1.0,1.0,pv_ld2186_load_b,b1754,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785483262881,-924.2021192921117,5006.98585229418,-902.6010121983475,0.0,242.35152736650804,246.00369149876533,0.19345647688064224,244.62120886179443,2.3860067384735855,0.009753883359400887,0.0,4999.999999999979,-924.2417723589065,2.091837814077735e-11,0.2145167371190837,0.9999999999999959,0.9999738072919976,6000.0,10.0,NaN,6.9283807782469315,6.9283807782469315,6.9283807782469315,6.9283807782469315,0.6928380778246932,NaN,6.928380778246871,6.143722395459791e-14,0.0,1.0,49.59348967085093,0.052620326841952086,0.002,750.0,562.5,0.04675719046528511,0.04675719046528511,NaN,NaN,0.00018147780807116408
sequence_vv_vw,1.0,1.0,pv_ld248_load_b,b2560,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785308742745,-873.1840993968007,5006.975124857827,-851.6146510516855,0.0,242.0600494372822,245.6923680091039,0.14619343359986606,244.36610797002953,2.4026399089554684,0.009832132323563225,0.0,4999.999999999981,-873.221594005918,1.9099388737231493e-11,0.21469125725525373,0.9999999999999961,0.9999738072951095,6000.0,10.0,NaN,6.923301772536408,6.923301772536408,6.923301772536408,6.923301772536408,0.6923301772536408,NaN,6.923301772536353,6.01250213363083e-14,0.0,1.0,49.9026034213514,0.052948306717750956,0.002,750.0,562.5,0.04704862570413433,0.04704862570413433,NaN,NaN,0.00018134475012623565
sequence_vv_vw,1.0,1.0,pv_ld24_load_a,b1044,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785396944524,-898.948362261498,5006.980368372383,-877.363447978053,0.0,242.20673602411628,245.84988310715073,0.1698699291360321,244.49493473665729,2.394211698977837,0.009792479756509537,0.0,4999.99999999998,-898.9869473314869,2.000888343900442e-11,0.21460305547589087,0.999999999999996,0.9999738072935903,6000.0,10.0,NaN,6.9257834347783005,6.9257834347783005,6.9257834347783005,6.9257834347783005,0.6925783434778301,NaN,6.925783434778243,6.041577528852246e-14,0.0,1.0,49.74537517243072,0.05278148236435433,0.002,750.0,562.5,0.0469003894894593,0.0469003894894593,NaN,NaN,0.0001814097637975376
sequence_vv_vw,1.0,1.0,pv_ld2804_load_c,b2443,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785409232058,-902.5408734129093,5006.9811277253075,-880.953717933293,0.0,242.2287998995143,245.86994721630302,0.17299473430749265,244.51289805232034,2.39289375832614,0.009786370278978551,0.0,4999.999999999979,-902.5796104641034,2.091837814077735e-11,0.21459076794235443,0.9999999999999959,0.9999738072933698,6000.0,10.0,NaN,6.926142983030758,6.926142983030758,6.926142983030758,6.926142983030758,0.6926142983030757,NaN,6.926142983030699,6.088759069853175e-14,0.0,1.0,49.720572940137345,0.05275516637856,0.002,750.0,562.5,0.04687700572060201,0.04687700572060201,NaN,NaN,0.00018141918311130492
sequence_vv_vw,1.0,1.0,pv_ld626_load_c,b2055,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785494059872,-927.3637078803413,5006.9865627959025,-905.7605016723804,0.0,242.3699035195007,246.02262407404484,0.19636218440857758,244.63701747296477,2.384969955694722,0.00974901501142724,0.0,4999.99999999998,-927.4034945929807,2.000888343900442e-11,0.21450594012821966,0.999999999999996,0.999973807291791,6000.0,10.0,NaN,6.928717407038455,6.928717407038455,6.928717407038455,6.928717407038455,0.6928717407038455,NaN,6.928717407038395,6.232492163671408e-14,0.0,1.0000000000000002,49.574348541883616,0.05260001747334187,0.002,750.0,562.5,0.046739144035828496,0.046739144035828496,NaN,NaN,0.00018148662695191694
sequence_vv_vw,1.0,1.0,pv_ld868_load_a,b2190,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4999.785434569789,-909.9513823393595,5006.982715868745,-888.3595384426218,0.0,242.27147843256336,245.91501097919286,0.17994633810834165,244.54995216418973,2.3904485967643687,0.009774888833997531,0.0,4999.99999999998,-909.9904328379744,2.000888343900442e-11,0.21456543021122343,0.999999999999996,0.9999738072929093,6000.0,10.0,NaN,6.926895071105186,6.926895071105186,6.926895071105186,6.926895071105186,0.6926895071105186,NaN,6.926895071105127,6.095248220959645e-14,0.0,1.0,49.67515980800361,0.05270698154882364,0.002,750.0,562.5,0.04683418980901926,0.04683418980901926,NaN,NaN,0.00018143888604340644
sequence_droop,1.0,1.0,pv_ld1291_load_b,b828,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4214.588054395616,-731.9105105571742,4222.577844788304,-707.9411393791122,0.0,242.41438484866637,245.3789186176155,0.14705181105735765,244.2727318986042,1.9755920061152161,0.008087648550699754,0.008087570546431616,4999.999999999979,-854.5463797208386,2.091837814077735e-11,785.4119456043836,0.9999999999999959,0.8478577444854194,6000.0,10.0,NaN,9.999705536661091,9.999705536661091,9.999705536661091,9.999705536661091,0.9999705536661091,NaN,5.868694030508345,4.338628776567455,-2.5031506289103644,1.7039064372204933,3151.95062646839,3.3443234838936027,0.002,750.0,562.5,2.971687549254646,2.971687549254646,NaN,NaN,0.00029446458588151385
sequence_droop,1.0,1.0,pv_ld1446_load_c,b260,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4315.413645810322,-760.4535920034625,4323.484325421575,-736.2415531697042,0.0,242.54929704396588,245.40856328016082,0.15726113894479038,244.34194508882348,1.9134004245758809,0.00783083078052898,0.007830754968314502,4999.99999999998,-868.3890177646933,2.000888343900442e-11,684.5863541896779,0.999999999999996,0.8677257376308565,6000.0,10.0,NaN,9.999705535379881,9.999705535379881,9.999705535379881,9.999705535379881,0.9999705535379881,NaN,6.007297057388679,4.209146327460499,-2.513735546542243,1.6645931506053124,3058.1578404394195,3.244806247074462,0.002,750.0,562.5,2.8832588625513607,2.8832588625513607,NaN,NaN,0.00029446596521837955
sequence_droop,1.0,1.0,pv_ld1668_load_a,b605,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4195.345718987137,-727.7753826395693,4203.3520057167425,-703.7565224507479,0.0,242.37982592412837,245.3546012821011,0.1415127074265499,244.26632498978145,1.993793312802142,0.008162374870484294,0.00816229623619543,4999.99999999998,-853.2649979562767,2.000888343900442e-11,804.6542810128631,0.999999999999996,0.844109095950401,6000.0,10.0,NaN,9.999705536846987,9.999705536846987,9.999705536846987,9.999705536846987,0.9999705536846987,NaN,5.842651439870802,4.386190718177154,-2.5229529304381186,1.7115013003527761,3186.599054094406,3.3810866074072177,0.002,750.0,562.5,3.0043544000970552,3.0043544000970552,NaN,NaN,0.0002944645165899996
sequence_droop,1.0,1.0,pv_ld1895_load_b,b1804,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4638.830047955252,-847.1357307569745,4647.225724480847,-821.9487011801876,0.0,242.9317324017913,245.46228374444834,0.18751852538684557,244.5169847319611,1.719610050645491,0.007032681400560061,0.0070326123642142175,4999.99999999998,-903.3969463922084,2.000888343900442e-11,361.16995204474824,0.999999999999996,0.9315241053053493,6000.0,10.0,NaN,9.999705526248539,9.999705526248539,9.999705526248539,9.999705526248539,0.9999705526248539,NaN,6.452114769755564,3.787003014945446,-2.5434738240254604,1.5498337960635393,2751.6013548124793,2.919539713578415,0.002,750.0,562.5,2.59423463614666,2.59423463614666,NaN,NaN,0.00029447539277875
sequence_droop,1.0,1.0,pv_ld1970_load_c,b2492,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4707.925526902527,-869.0168268769156,4716.387721643528,-843.6302426539127,0.0,243.03725995948153,245.505786588567,0.1973599015369857,244.56923569291052,1.675028954096725,0.00684889474896977,0.00684882727622851,4999.999999999979,-913.8471385820968,2.091837814077735e-11,292.07447309747295,0.9999999999999959,0.9451437872312985,6000.0,10.0,NaN,9.99970552157212,9.99970552157212,9.99970552157212,9.99970552157212,0.999970552157212,NaN,6.547458510476102,3.680410121204894,-2.535597995026698,1.527265198484402,2674.267762887998,2.83748622409953,0.002,750.0,562.5,2.521323826462241,2.521323826462241,NaN,NaN,0.0002944800253187235
sequence_droop,1.0,1.0,pv_ld2050_load_a,b1821,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4563.960881499862,-828.5386415580354,4572.266977343635,-803.6203540267154,0.0,242.8571602177996,245.46462638148066,0.18213969631116067,244.48686033712488,1.7625335221615215,0.007209113486635437,0.007209042958727585,4999.999999999979,-897.3720674249641,2.091837814077735e-11,436.0391185001381,0.9999999999999959,0.9167386669972423,6000.0,10.0,NaN,9.999705529610958,9.999705529610958,9.999705529610958,9.999705529610958,0.9999705529610958,NaN,6.349152603136437,3.881009342156712,-2.532870630294319,1.5749669530185202,2819.9909566360157,2.9921033348204307,0.002,750.0,562.5,2.658712971096087,2.658712971096087,NaN,NaN,0.00029447193494113784
sequence_droop,1.0,1.0,pv_ld2186_load_b,b1754,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4714.91857184327,-871.8749134060314,4723.394635691507,-846.4467218613249,0.0,243.04725720515768,245.50884078435712,0.19805531113807764,244.57771799356445,1.6721909419519896,0.006837053496410453,0.0068369861269717645,4999.999999999979,-915.5435987128835,2.091837814077735e-11,285.08142815673,0.9999999999999959,0.946531748709466,6000.0,10.0,NaN,9.999705520950052,9.999705520950052,9.999705520950052,9.999705520950052,0.9999705520950052,NaN,6.5572399902899114,3.6755538400780976,-2.540430309655711,1.5249869664303422,2670.8021939545365,2.8338091412569573,0.002,750.0,562.5,2.5180564567375483,2.5180564567375483,NaN,NaN,0.00029448068484274703
sequence_droop,1.0,1.0,pv_ld248_load_b,b2560,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4264.002598078565,-746.3157470883045,4272.04516148285,-722.1880568754447,0.0,242.47576315232672,245.38386779124838,0.1503519636272575,244.3092303232463,1.947955201460912,0.007973318072688316,0.007973241047937476,4999.99999999998,-861.8460646492563,2.000888343900442e-11,735.9974019214351,0.999999999999996,0.857613242653224,6000.0,10.0,NaN,9.999705536061688,9.999705536061688,9.999705536061688,9.999705536061688,0.9999705536061688,NaN,5.936777644762208,4.28622917709284,-2.51883583773852,1.684365852051991,3114.085924625146,3.304147787446582,0.002,750.0,562.5,2.9359883660000263,2.9359883660000263,NaN,NaN,0.00029446529862801874
sequence_droop,1.0,1.0,pv_ld24_load_a,b1044,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4502.27534791258,-809.8384569736164,4510.521679164157,-785.0994632188902,0.0,242.77002571989263,245.4362182624854,0.17447424692296434,244.4423876094212,1.8005645842258813,0.007366008006364624,0.007365936141782948,4999.999999999979,-888.4775218842086,2.091837814077735e-11,497.7246520874196,0.9999999999999959,0.9045750691143578,6000.0,10.0,NaN,9.999705531585201,9.999705531585201,9.999705531585201,9.999705531585201,0.9999705531585201,NaN,6.264120859413075,3.966904528197732,-2.531841256777718,1.5963462002106257,2882.2683229244826,3.058181672737457,0.002,750.0,562.5,2.7174286351187713,2.7174286351187713,NaN,NaN,0.0002944699390973725
sequence_droop,1.0,1.0,pv_ld2804_load_c,b2443,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4525.924272865535,-816.8741538294453,4534.189232336965,-792.0792754151533,0.0,242.80494618284325,245.44948483790319,0.17773948183945984,244.45891810414017,1.7850884207849358,0.007302202082169419,0.007302130760459872,4999.999999999981,-891.7836208280352,1.9099388737231493e-11,474.0757271344646,0.9999999999999961,0.9092326774053335,6000.0,10.0,NaN,9.999705530904386,9.999705530904386,9.999705530904386,9.999705530904386,0.9999705530904386,NaN,6.296667126480304,3.9308666866022195,-2.5293064667312786,1.5880949921667404,2856.121083937507,3.0304385905175764,0.002,750.0,562.5,2.6927767817894446,2.6927767817894446,NaN,NaN,0.0002944706073278877
sequence_droop,1.0,1.0,pv_ld626_load_c,b2055,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4740.949986215213,-879.6342702392376,4749.456906947784,-854.1135080415254,0.0,243.08138275377965,245.51839742611594,0.2009921079211142,244.59430270014585,1.6565230696365287,0.006772533339287551,0.0067724665175168935,4999.999999999981,-918.8605400291552,1.9099388737231493e-11,259.05001378478664,0.9999999999999961,0.9516703028858275,6000.0,10.0,NaN,9.99970551838146,9.99970551838146,9.99970551838146,9.99970551838146,0.9999705518381459,NaN,6.593167250643935,3.639086490980957,-2.5409205911541206,1.5166770594823955,2644.322047498965,2.8057128332422807,0.002,750.0,562.5,2.493090735236819,2.493090735236819,NaN,NaN,0.00029448325847622676
sequence_droop,1.0,1.0,pv_ld868_load_a,b2190,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,5000.0,6000.0,6000.0,4581.787880917423,-833.9907593842867,4590.109217316725,-809.0267501863813,0.0,242.88391940292357,245.47514857801067,0.18464051998527636,244.49979397635283,1.7509389178516548,0.007161310401844345,0.007161240280672527,4999.999999999979,-899.9587952705502,2.091837814077735e-11,418.2121190825774,0.9999999999999959,0.92025082770889,6000.0,10.0,NaN,9.999705528923068,9.999705528923068,9.999705528923068,9.999705528923068,0.9999705528923067,NaN,6.373714087959921,3.8537442468703946,-2.5309264279411563,1.5688977244543796,2800.209814294526,2.971114890929414,0.002,750.0,562.5,2.640063131243709,2.640063131243709,NaN,NaN,0.00029447261356175267
unity,0.0,1.03,pv_ld1291_load_b,b828,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.483260298789279e-10,6.363047588896714e-10,5.483260298789332e-10,6.363047588896779e-10,0.0,248.66472883605934,252.35881232670286,0.1669829818094262,251.00610968672387,2.4617615739732535,0.00980757630579484,0.0,0.0,0.0,0.0,-5.483260298789279e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.1398806738870145e-12,1.1398806738870145e-12,1.1398806738870145e-12,1.1398806738870145e-12,1.1398806738870146e-13,NaN,1.1156801672207945e-12,3.426482258896927e-14,NaN,NaN,2.1391732712035547e-11,2.2698253870346323e-14,0.002,750.0,562.5,2.016913696930975e-14,2.016913696930975e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld1446_load_c,b260,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.095185621291648e-10,6.831677616172926e-10,6.095185621291708e-10,6.831677616172999e-10,0.0,248.65228752397513,252.34029091536445,0.18374699497296365,250.97129162017094,2.4456491426281803,0.009744736646331305,0.0,0.0,0.0,0.0,-6.095185621291648e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.246797067481656e-12,1.246797067481656e-12,1.246797067481656e-12,1.246797067481656e-12,1.246797067481656e-13,NaN,1.216273666286377e-12,3.670547032597513e-14,NaN,NaN,2.1633438403200415e-11,2.2954774950426745e-14,0.002,750.0,562.5,2.0397075595303204e-14,2.0397075595303204e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld1668_load_a,b605,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.365360326933342e-10,6.72430010527556e-10,5.365360326933394e-10,6.724300105275628e-10,0.0,248.66901529041763,252.3676998497412,0.1673861092253735,251.0098382279144,2.454370400540173,0.009777984870503877,0.0,0.0,0.0,0.0,-5.365360326933342e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.1745724179029476e-12,1.1745724179029476e-12,1.1745724179029476e-12,1.1745724179029476e-12,1.1745724179029476e-13,NaN,1.1426767867539282e-12,3.6932058798697845e-14,NaN,NaN,2.1489076910210047e-11,2.2801624498951777e-14,0.002,750.0,562.5,2.0260989689737325e-14,2.0260989689737325e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld1895_load_b,b1804,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,7.710620587588651e-10,8.021248174512846e-10,7.710620587588727e-10,8.021248174512929e-10,0.0,248.61899413819947,252.28638882928573,0.2305659531553546,250.87560995131219,2.4035034320625233,0.009580458748177931,0.0,0.0,0.0,0.0,-7.710620587588651e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.5301364709347124e-12,1.5301364709347124e-12,1.5301364709347124e-12,1.5301364709347124e-12,1.5301364709347123e-13,NaN,1.4787619698958541e-12,5.128094764295943e-14,NaN,NaN,2.918315383441809e-11,3.096526237289505e-14,0.002,750.0,562.5,2.7515007174426523e-14,2.7515007174426523e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld1970_load_c,b2492,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,8.151474706261105e-10,8.053689227408013e-10,8.151474706261186e-10,8.053689227408099e-10,0.0,248.60843129945576,252.26913798488445,0.24024263259709516,250.85192038939584,2.3990216012580214,0.009563497052500277,0.0,0.0,0.0,0.0,-8.151474706261105e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.5738156309548405e-12,1.5738156309548405e-12,1.5738156309548405e-12,1.5738156309548405e-12,1.5738156309548404e-13,NaN,1.5230986451380112e-12,5.109443365508068e-14,NaN,NaN,2.910434950155002e-11,3.0881653556676967e-14,0.002,750.0,562.5,2.7440714337815535e-14,2.7440714337815535e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld2050_load_a,b1821,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,7.41526341872704e-10,7.713127178152803e-10,7.41526341872711e-10,7.713127178152882e-10,0.0,248.62469899168875,252.29629158961245,0.2207525215501037,250.89454702738126,2.413490369985602,0.009619540952885704,0.0,0.0,0.0,0.0,-7.41526341872704e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.4666190953427665e-12,1.4666190953427665e-12,1.4666190953427665e-12,1.4666190953427665e-12,1.4666190953427664e-13,NaN,1.4218877994336219e-12,4.614759082313721e-14,NaN,NaN,2.6137964868841044e-11,2.7734237427751442e-14,0.002,750.0,562.5,2.4643994054118004e-14,2.4643994054118004e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld2186_load_b,b1754,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,8.231428375774424e-10,8.172249276879727e-10,8.231428375774505e-10,8.172249276879814e-10,0.0,248.60699481580355,252.26855584046524,0.2429891800289801,250.84771793129298,2.3958156653273823,0.00955087686300417,0.0,0.0,0.0,0.0,-8.231428375774424e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.5937289880703775e-12,1.5937289880703775e-12,1.5937289880703775e-12,1.5937289880703775e-12,1.5937289880703775e-13,NaN,1.5417703874276538e-12,5.1742558965629774e-14,NaN,NaN,2.929569363438258e-11,3.108466852074097e-14,0.002,750.0,562.5,2.7621108681821697e-14,2.7621108681821697e-14,NaN,NaN,0.0
unity,0.0,1.03,pv_ld248_load_b,b2560,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.788384508705288e-10,6.809022496823864e-10,5.788384508705343e-10,6.809022496823934e-10,0.0,248.65957258369767,252.3523608485912,0.1769293461472049,250.98772228648158,2.4488882024953944,0.009757003968904073,0.0,0.0,0.0,0.0,-5.788384508705288e-10,0.9999999999999993,0.9999738085979717,6000.0,10.0,NaN,1.2183214463318652e-12,1.2183214463318652e-12,1.2183214463318652e-12,1.2183214463318652e-12,1.2183214463318653e-13,NaN,1.1871733130081886e-12,3.662213917893046e-14,NaN,NaN,2.1357053025910117e-11,2.2661532441555018e-14,0.002,750.0,562.5,2.0136507167421415e-14,2.0136507167421415e-14,NaN,NaN,0.0
